original_movieId,encoded_movieId
442,417
443,418
444,419
445,420
446,421
447,422
448,423
449,424
450,425
451,426
452,427
453,428
454,429
455,430
456,431
457,432
458,433
459,434
460,435
461,436
462,437
463,438
464,439
465,440
466,441
467,442
468,443
469,444
470,445
471,446
472,447
473,448
474,449
475,450
476,451
477,452
478,453
479,454
480,455
481,456
482,457
483,458
484,459
485,460
486,461
487,462
488,463
489,464
490,465
491,466
492,467
493,468
494,469
495,470
496,471
497,472
498,473
499,474
500,475
501,476
502,477
503,478
504,479
505,480
506,481
507,482
508,483
509,484
510,485
511,486
512,487
513,488
514,489
515,490
516,491
517,492
518,493
519,494
520,495
521,496
522,497
523,498
524,499
525,500
526,501
527,502
528,503
529,504
531,505
532,506
533,507
534,508
535,509
536,510
537,511
538,512
539,513
540,514
541,515
542,516
543,517
544,518
545,519
546,520
547,521
548,522
549,523
550,524
551,525
552,526
553,527
554,528
555,529
556,530
558,531
561,532
562,533
563,534
564,535
565,536
566,537
568,538
569,539
570,540
571,541
573,542
574,543
575,544
577,545
580,546
581,547
582,548
583,549
585,550
586,551
587,552
588,553
589,554
590,555
592,556
593,557
594,558
595,559
596,560
597,561
598,562
599,563
600,564
601,565
602,566
603,567
605,568
606,569
608,570
609,571
610,572
611,573
612,574
613,575
614,576
615,577
616,578
617,579
618,580
619,581
621,582
626,583
627,584
628,585
630,586
631,587
632,588
633,589
634,590
635,591
637,592
638,593
639,594
640,595
641,596
645,597
647,598
648,599
649,600
650,601
652,602
653,603
656,604
659,605
660,606
661,607
662,608
663,609
664,610
665,611
666,612
667,613
668,614
670,615
671,616
673,617
674,618
678,619
679,620
680,621
681,622
682,623
685,624
687,625
688,626
690,627
691,628
692,629
694,630
695,631
696,632
697,633
698,634
700,635
701,636
702,637
703,638
704,639
705,640
706,641
707,642
708,643
709,644
710,645
711,646
712,647
713,648
714,649
715,650
716,651
717,652
718,653
719,654
720,655
722,656
724,657
725,658
726,659
728,660
729,661
731,662
732,663
733,664
734,665
735,666
736,667
737,668
741,669
742,670
743,671
745,672
746,673
747,674
748,675
750,676
751,677
753,678
754,679
755,680
756,681
757,682
759,683
760,684
761,685
762,686
763,687
764,688
765,689
766,690
771,691
775,692
778,693
779,694
780,695
781,696
782,697
783,698
784,699
785,700
786,701
787,702
788,703
790,704
791,705
793,706
794,707
797,708
798,709
799,710
800,711
801,712
802,713
803,714
804,715
805,716
806,717
807,718
808,719
809,720
810,721
813,722
816,723
818,724
819,725
823,726
824,727
827,728
828,729
829,730
830,731
831,732
832,733
833,734
834,735
835,736
836,737
837,738
838,739
839,740
840,741
841,742
842,743
843,744
844,745
845,746
846,747
847,748
848,749
849,750
850,751
851,752
852,753
853,754
854,755
856,756
858,757
860,758
861,759
862,760
864,761
865,762
866,763
867,764
868,765
869,766
870,767
871,768
872,769
874,770
875,771
876,772
877,773
879,774
880,775
881,776
882,777
884,778
885,779
886,780
888,781
889,782
891,783
892,784
893,785
895,786
896,787
897,788
898,789
899,790
900,791
901,792
902,793
903,794
904,795
905,796
906,797
907,798
908,799
909,800
910,801
911,802
912,803
913,804
914,805
915,806
916,807
917,808
918,809
919,810
920,811
921,812
922,813
923,814
924,815
925,816
926,817
927,818
928,819
929,820
930,821
931,822
932,823
933,824
934,825
935,826
936,827
937,828
938,829
939,830
940,831
941,832
942,833
943,834
944,835
945,836
946,837
947,838
948,839
949,840
950,841
951,842
952,843
953,844
954,845
955,846
956,847
957,848
958,849
959,850
960,851
961,852
962,853
963,854
964,855
965,856
966,857
967,858
968,859
969,860
970,861
971,862
972,863
973,864
974,865
976,866
980,867
981,868
982,869
984,870
985,871
986,872
987,873
988,874
989,875
990,876
991,877
992,878
993,879
994,880
996,881
997,882
998,883
999,884
1000,885
1002,886
1003,887
1004,888
1005,889
1006,890
1007,891
1008,892
1009,893
1010,894
1011,895
1012,896
1013,897
1014,898
1015,899
1016,900
1017,901
1018,902
1019,903
1020,904
1021,905
1022,906
1023,907
1024,908
1025,909
1026,910
1027,911
1028,912
1029,913
1030,914
1031,915
1032,916
1033,917
1034,918
1035,919
1036,920
1037,921
1038,922
1039,923
1040,924
1041,925
1042,926
1043,927
1044,928
1046,929
1047,930
1049,931
1050,932
1051,933
1053,934
1054,935
1055,936
1056,937
1057,938
1058,939
1059,940
1060,941
1061,942
1062,943
1063,944
1064,945
1066,946
1067,947
1068,948
1069,949
1070,950
1071,951
1073,952
1075,953
1076,954
1077,955
1078,956
1079,957
1080,958
1081,959
1082,960
1083,961
1084,962
1085,963
1086,964
1087,965
1088,966
1089,967
1090,968
1091,969
1092,970
1093,971
1094,972
1095,973
1096,974
1097,975
1098,976
1099,977
1100,978
1101,979
1102,980
1103,981
1104,982
1105,983
1107,984
1111,985
1112,986
1113,987
1114,988
1116,989
1117,990
1119,991
1120,992
1121,993
1123,994
1124,995
1125,996
1126,997
1127,998
1128,999
1129,1000
1130,1001
1131,1002
1132,1003
1134,1004
1135,1005
1136,1006
1137,1007
1143,1008
1144,1009
1147,1010
1148,1011
1149,1012
1150,1013
1151,1014
1152,1015
1153,1016
1154,1017
1161,1018
1162,1019
1164,1020
1167,1021
1168,1022
1169,1023
1170,1024
1171,1025
1172,1026
1173,1027
1174,1028
1175,1029
1176,1030
1177,1031
1178,1032
1179,1033
1180,1034
1181,1035
1183,1036
1184,1037
1185,1038
1186,1039
1187,1040
1188,1041
1189,1042
1190,1043
1191,1044
1192,1045
1193,1046
1194,1047
1196,1048
1197,1049
1198,1050
1199,1051
1200,1052
1201,1053
1202,1054
1203,1055
1204,1056
1206,1057
1207,1058
1208,1059
1209,1060
1210,1061
1211,1062
1212,1063
1213,1064
1214,1065
1215,1066
1216,1067
1217,1068
1218,1069
1219,1070
1220,1071
1221,1072
1222,1073
1223,1074
1224,1075
1225,1076
1226,1077
1227,1078
1228,1079
1230,1080
1231,1081
1232,1082
1233,1083
1234,1084
1235,1085
1236,1086
1237,1087
1238,1088
1240,1089
1241,1090
1242,1091
1243,1092
1244,1093
1245,1094
1246,1095
1247,1096
1248,1097
1249,1098
1250,1099
1251,1100
1252,1101
1253,1102
1254,1103
1255,1104
1256,1105
1257,1106
1258,1107
1259,1108
1260,1109
1261,1110
1262,1111
1263,1112
1264,1113
1265,1114
1266,1115
1267,1116
1268,1117
1269,1118
1270,1119
1271,1120
1272,1121
1273,1122
1274,1123
1275,1124
1276,1125
1277,1126
1278,1127
1279,1128
1280,1129
1281,1130
1282,1131
1283,1132
1284,1133
1285,1134
1286,1135
1287,1136
1288,1137
1289,1138
1290,1139
1291,1140
1292,1141
1293,1142
1295,1143
1296,1144
1297,1145
1298,1146
1299,1147
1300,1148
1301,1149
1302,1150
1303,1151
1304,1152
1305,1153
1306,1154
1307,1155
1310,1156
1311,1157
1312,1158
1313,1159
1315,1160
1317,1161
1318,1162
1320,1163
1321,1164
1322,1165
1323,1166
1324,1167
1325,1168
1326,1169
1327,1170
1328,1171
1329,1172
1330,1173
1331,1174
1332,1175
1333,1176
1334,1177
1335,1178
1336,1179
1337,1180
1339,1181
1340,1182
1341,1183
1342,1184
1343,1185
1344,1186
1345,1187
1346,1188
1347,1189
1348,1190
1349,1191
1350,1192
1351,1193
1352,1194
1353,1195
1354,1196
1355,1197
1356,1198
1357,1199
1358,1200
1359,1201
1360,1202
1361,1203
1363,1204
1364,1205
1365,1206
1366,1207
1367,1208
1369,1209
1370,1210
1371,1211
1372,1212
1373,1213
1374,1214
1375,1215
1376,1216
1377,1217
1378,1218
1379,1219
1380,1220
1381,1221
1382,1222
1383,1223
1384,1224
1385,1225
1387,1226
1388,1227
1389,1228
1390,1229
1391,1230
1392,1231
1393,1232
1394,1233
1395,1234
1396,1235
1397,1236
1398,1237
1399,1238
1401,1239
1404,1240
1405,1241
1406,1242
1407,1243
1408,1244
1409,1245
1410,1246
1411,1247
1412,1248
1413,1249
1414,1250
1415,1251
1416,1252
1417,1253
1419,1254
1420,1255
1422,1256
1423,1257
1425,1258
1426,1259
1427,1260
1429,1261
1430,1262
1431,1263
1432,1264
1433,1265
1436,1266
1437,1267
1438,1268
1439,1269
1440,1270
1441,1271
1442,1272
1444,1273
1445,1274
1446,1275
1447,1276
1449,1277
1450,1278
1453,1279
1454,1280
1455,1281
1456,1282
1457,1283
1458,1284
1459,1285
1460,1286
1461,1287
1463,1288
1464,1289
1465,1290
1466,1291
1468,1292
1470,1293
1471,1294
1472,1295
1473,1296
1474,1297
1475,1298
1476,1299
1477,1300
1479,1301
1480,1302
1482,1303
1483,1304
1484,1305
1485,1306
1486,1307
1487,1308
1488,1309
1489,1310
1493,1311
1495,1312
1496,1313
1497,1314
1498,1315
1499,1316
1500,1317
1501,1318
1502,1319
1503,1320
1504,1321
1507,1322
1508,1323
1509,1324
1511,1325
1513,1326
1514,1327
1515,1328
1516,1329
1517,1330
1518,1331
1519,1332
1520,1333
1523,1334
1525,1335
1526,1336
1527,1337
1529,1338
1531,1339
1532,1340
1533,1341
1534,1342
1535,1343
1537,1344
1538,1345
1539,1346
1541,1347
1542,1348
1543,1349
1544,1350
1545,1351
1546,1352
1547,1353
1549,1354
1550,1355
1551,1356
1552,1357
1554,1358
1555,1359
1556,1360
1562,1361
1563,1362
1564,1363
1565,1364
1566,1365
1567,1366
1569,1367
1570,1368
1571,1369
1572,1370
1573,1371
1574,1372
1575,1373
1580,1374
1581,1375
1582,1376
1583,1377
1584,1378
1585,1379
1586,1380
1587,1381
1588,1382
1589,1383
1590,1384
1591,1385
1592,1386
1593,1387
1594,1388
1595,1389
1596,1390
1597,1391
1598,1392
1599,1393
1600,1394
1601,1395
1602,1396
1603,1397
1604,1398
1605,1399
1606,1400
1608,1401
1609,1402
1610,1403
1611,1404
1612,1405
1613,1406
1614,1407
1615,1408
1616,1409
1617,1410
1619,1411
1620,1412
1621,1413
1622,1414
1623,1415
1624,1416
1625,1417
1626,1418
1627,1419
1629,1420
1631,1421
1632,1422
1633,1423
1635,1424
1636,1425
1639,1426
1640,1427
1641,1428
1642,1429
1643,1430
1644,1431
1645,1432
1646,1433
1647,1434
1648,1435
1649,1436
1650,1437
1651,1438
1652,1439
1653,1440
1654,1441
1655,1442
1656,1443
1657,1444
1658,1445
1659,1446
1660,1447
1661,1448
1662,1449
1663,1450
1664,1451
1665,1452
1666,1453
1667,1454
1668,1455
1670,1456
1671,1457
1672,1458
1673,1459
1674,1460
1675,1461
1676,1462
1677,1463
1678,1464
1679,1465
1680,1466
1681,1467
1682,1468
1683,1469
1684,1470
1685,1471
1686,1472
1687,1473
1688,1474
1689,1475
1690,1476
1693,1477
1694,1478
1695,1479
1696,1480
1699,1481
1701,1482
1702,1483
1703,1484
1704,1485
1707,1486
1711,1487
1713,1488
1715,1489
1717,1490
1719,1491
1721,1492
1722,1493
1723,1494
1725,1495
1726,1496
1727,1497
1728,1498
1729,1499
1730,1500
1731,1501
1732,1502
1733,1503
1734,1504
1735,1505
1739,1506
1743,1507
1744,1508
1746,1509
1747,1510
1748,1511
1749,1512
1750,1513
1752,1514
1753,1515
1754,1516
1755,1517
1756,1518
1757,1519
1759,1520
1760,1521
1762,1522
1767,1523
1769,1524
1770,1525
1771,1526
1772,1527
1773,1528
1777,1529
1779,1530
1780,1531
1783,1532
1784,1533
1785,1534
1788,1535
1791,1536
1792,1537
1793,1538
1794,1539
1795,1540
1797,1541
1798,1542
1799,1543
1801,1544
1804,1545
1805,1546
1806,1547
1807,1548
1809,1549
1810,1550
1811,1551
1812,1552
1814,1553
1816,1554
1817,1555
1820,1556
1821,1557
1822,1558
1824,1559
1825,1560
1826,1561
1827,1562
1829,1563
1831,1564
1833,1565
1834,1566
1835,1567
1836,1568
1837,1569
1839,1570
1840,1571
1841,1572
1844,1573
1845,1574
1846,1575
1848,1576
1850,1577
1853,1578
1854,1579
1855,1580
1856,1581
1857,1582
1858,1583
1859,1584
1860,1585
1861,1586
1862,1587
1863,1588
1864,1589
1865,1590
1866,1591
1867,1592
1869,1593
1870,1594
1871,1595
1872,1596
1873,1597
1874,1598
1875,1599
1876,1600
1878,1601
1879,1602
1880,1603
1881,1604
1882,1605
1883,1606
1884,1607
1885,1608
1886,1609
1887,1610
1888,1611
1889,1612
1890,1613
1891,1614
1892,1615
1893,1616
1894,1617
1895,1618
1896,1619
1897,1620
1898,1621
1899,1622
1900,1623
1901,1624
1902,1625
1903,1626
1904,1627
1906,1628
1907,1629
1909,1630
1910,1631
1911,1632
1912,1633
1913,1634
1914,1635
1916,1636
1917,1637
1918,1638
1919,1639
1920,1640
1921,1641
1922,1642
1923,1643
1924,1644
1925,1645
1926,1646
1927,1647
1928,1648
1929,1649
1930,1650
1931,1651
1932,1652
1933,1653
1934,1654
1935,1655
1936,1656
1937,1657
1938,1658
1939,1659
1940,1660
1941,1661
1942,1662
1943,1663
1944,1664
1945,1665
1946,1666
1947,1667
1948,1668
1949,1669
1950,1670
1951,1671
1952,1672
1953,1673
1954,1674
1955,1675
1956,1676
1957,1677
1958,1678
1959,1679
1960,1680
1961,1681
1962,1682
1963,1683
1964,1684
1965,1685
1966,1686
1967,1687
1968,1688
1969,1689
1970,1690
1971,1691
1972,1692
1973,1693
1974,1694
1975,1695
1976,1696
1977,1697
1978,1698
1979,1699
1980,1700
1981,1701
1982,1702
1983,1703
1984,1704
1985,1705
1986,1706
1987,1707
1988,1708
1989,1709
1990,1710
1991,1711
1992,1712
1993,1713
1994,1714
1995,1715
1996,1716
1997,1717
1998,1718
1999,1719
2000,1720
2001,1721
2002,1722
2003,1723
2004,1724
2005,1725
2006,1726
2007,1727
2008,1728
2009,1729
2010,1730
2011,1731
2012,1732
2013,1733
2014,1734
2015,1735
2016,1736
2017,1737
2018,1738
2019,1739
2020,1740
2021,1741
2022,1742
2023,1743
2024,1744
2025,1745
2026,1746
2027,1747
2028,1748
2029,1749
2031,1750
2032,1751
2033,1752
2034,1753
2035,1754
2036,1755
2037,1756
2038,1757
2039,1758
2040,1759
2041,1760
2042,1761
2043,1762
2044,1763
2045,1764
2046,1765
2047,1766
2048,1767
2049,1768
2050,1769
2051,1770
2052,1771
2053,1772
2054,1773
2055,1774
2056,1775
2057,1776
2058,1777
2059,1778
2060,1779
2061,1780
2062,1781
2063,1782
2064,1783
2065,1784
2066,1785
2067,1786
2068,1787
2069,1788
2070,1789
2071,1790
2072,1791
2073,1792
2074,1793
2075,1794
2076,1795
2077,1796
2078,1797
2079,1798
2080,1799
2081,1800
2082,1801
2083,1802
2084,1803
2085,1804
2086,1805
2087,1806
2088,1807
2089,1808
2090,1809
2091,1810
2092,1811
2093,1812
2094,1813
2095,1814
2096,1815
2097,1816
2098,1817
2099,1818
2100,1819
2101,1820
2102,1821
2103,1822
2104,1823
2105,1824
2106,1825
2107,1826
2108,1827
2109,1828
2110,1829
2111,1830
2112,1831
2113,1832
2114,1833
2115,1834
2116,1835
2117,1836
2118,1837
2119,1838
2120,1839
2121,1840
2122,1841
2123,1842
2124,1843
2125,1844
2126,1845
2128,1846
2129,1847
2130,1848
2131,1849
2132,1850
2133,1851
2134,1852
2135,1853
2136,1854
2137,1855
2138,1856
2139,1857
2140,1858
2141,1859
2142,1860
2143,1861
2144,1862
2145,1863
2146,1864
2147,1865
2148,1866
2149,1867
2150,1868
2151,1869
2152,1870
2153,1871
2154,1872
2155,1873
2156,1874
2157,1875
2158,1876
2159,1877
2160,1878
2161,1879
2162,1880
2163,1881
2164,1882
2165,1883
2166,1884
2167,1885
2168,1886
2169,1887
2170,1888
2171,1889
2172,1890
2173,1891
2174,1892
2175,1893
2176,1894
2177,1895
2178,1896
2179,1897
2180,1898
2181,1899
2182,1900
2183,1901
2184,1902
2185,1903
2186,1904
2187,1905
2188,1906
2189,1907
2190,1908
2191,1909
2192,1910
2193,1911
2194,1912
2195,1913
2196,1914
2197,1915
2198,1916
2199,1917
2200,1918
2201,1919
2202,1920
2203,1921
2204,1922
2205,1923
2206,1924
2207,1925
2208,1926
2209,1927
2210,1928
2211,1929
2212,1930
2214,1931
2215,1932
2219,1933
2221,1934
2226,1935
2227,1936
2231,1937
2232,1938
2234,1939
2236,1940
2237,1941
2238,1942
2239,1943
2240,1944
2241,1945
2242,1946
2243,1947
2244,1948
2245,1949
2246,1950
2247,1951
2248,1952
2249,1953
2250,1954
2252,1955
2253,1956
2255,1957
2256,1958
2257,1959
2259,1960
2260,1961
2261,1962
2262,1963
2263,1964
2264,1965
2265,1966
2266,1967
2267,1968
2268,1969
2269,1970
2271,1971
2272,1972
2273,1973
2275,1974
2276,1975
2278,1976
2279,1977
2280,1978
2281,1979
2282,1980
2283,1981
2284,1982
2285,1983
2286,1984
2287,1985
2288,1986
2289,1987
2290,1988
2291,1989
2292,1990
2293,1991
2294,1992
2295,1993
2296,1994
2297,1995
2298,1996
2300,1997
2301,1998
2302,1999
2303,2000
2304,2001
2305,2002
2306,2003
2307,2004
2310,2005
2311,2006
2312,2007
2313,2008
2314,2009
2315,2010
2316,2011
2317,2012
2318,2013
2320,2014
2321,2015
2322,2016
2323,2017
2324,2018
2325,2019
2327,2020
2328,2021
2329,2022
2330,2023
2331,2024
2332,2025
2333,2026
2334,2027
2335,2028
2336,2029
2337,2030
2338,2031
2339,2032
2340,2033
2341,2034
2342,2035
2344,2036
2345,2037
2346,2038
2347,2039
2348,2040
2349,2041
2350,2042
2351,2043
2352,2044
2353,2045
2354,2046
2355,2047
2356,2048
2357,2049
2358,2050
2359,2051
2360,2052
2361,2053
2362,2054
2363,2055
2364,2056
2365,2057
2366,2058
2367,2059
2368,2060
2369,2061
2370,2062
2371,2063
2372,2064
2373,2065
2374,2066
2375,2067
2376,2068
2377,2069
2378,2070
2379,2071
2380,2072
2381,2073
2382,2074
2383,2075
2384,2076
2385,2077
2386,2078
2387,2079
2388,2080
2389,2081
2390,2082
2391,2083
2392,2084
2393,2085
2394,2086
2395,2087
2396,2088
2397,2089
2398,2090
2399,2091
2400,2092
2401,2093
2402,2094
2403,2095
2404,2096
2405,2097
2406,2098
2407,2099
2408,2100
2409,2101
2410,2102
2411,2103
2412,2104
2413,2105
2414,2106
2415,2107
2416,2108
2417,2109
2418,2110
2419,2111
2420,2112
2421,2113
2422,2114
2423,2115
2424,2116
2425,2117
2426,2118
2427,2119
2428,2120
2429,2121
2430,2122
2431,2123
2432,2124
2433,2125
2434,2126
2435,2127
2436,2128
2437,2129
2439,2130
2440,2131
2441,2132
2442,2133
2443,2134
2444,2135
2445,2136
2446,2137
2447,2138
2448,2139
2449,2140
2450,2141
2451,2142
2452,2143
2453,2144
2454,2145
2455,2146
2456,2147
2457,2148
2458,2149
2459,2150
2460,2151
2461,2152
2462,2153
2463,2154
2464,2155
2465,2156
2466,2157
2467,2158
2468,2159
2469,2160
2470,2161
2471,2162
2472,2163
2473,2164
2474,2165
2475,2166
2476,2167
2478,2168
2479,2169
2481,2170
2482,2171
2483,2172
2485,2173
2486,2174
2487,2175
2488,2176
2490,2177
2491,2178
2492,2179
2493,2180
2494,2181
2495,2182
2496,2183
2497,2184
2498,2185
2499,2186
2500,2187
2501,2188
2502,2189
2503,2190
2504,2191
2505,2192
2506,2193
2507,2194
2509,2195
2510,2196
2511,2197
2512,2198
2513,2199
2514,2200
2515,2201
2516,2202
2517,2203
2518,2204
2519,2205
2520,2206
2521,2207
2522,2208
2523,2209
2524,2210
2525,2211
2526,2212
2527,2213
2528,2214
2529,2215
2530,2216
2531,2217
2532,2218
2533,2219
2534,2220
2535,2221
2536,2222
2537,2223
2539,2224
2540,2225
2541,2226
2542,2227
2544,2228
2545,2229
2546,2230
2548,2231
2549,2232
2550,2233
2551,2234
2552,2235
2553,2236
2554,2237
2555,2238
2557,2239
2558,2240
2559,2241
2560,2242
2561,2243
2562,2244
2563,2245
2565,2246
2566,2247
2567,2248
2568,2249
2569,2250
2570,2251
2571,2252
2572,2253
2574,2254
2575,2255
2577,2256
2578,2257
2579,2258
2580,2259
2581,2260
2582,2261
2583,2262
2585,2263
2586,2264
2587,2265
2589,2266
2590,2267
2593,2268
2594,2269
2596,2270
2597,2271
2598,2272
2599,2273
2600,2274
2602,2275
2605,2276
2606,2277
2607,2278
2609,2279
2610,2280
2611,2281
2612,2282
2613,2283
2614,2284
2615,2285
2616,2286
2617,2287
2618,2288
2620,2289
2621,2290
2622,2291
2624,2292
2625,2293
2626,2294
2627,2295
2628,2296
2629,2297
2630,2298
2632,2299
2633,2300
2634,2301
2635,2302
2636,2303
2637,2304
2638,2305
2639,2306
2640,2307
2641,2308
2642,2309
2643,2310
2644,2311
2646,2312
2647,2313
2648,2314
2649,2315
2650,2316
2651,2317
2652,2318
2653,2319
2654,2320
2655,2321
2656,2322
2657,2323
2659,2324
2660,2325
2661,2326
2662,2327
2663,2328
2664,2329
2665,2330
2666,2331
2667,2332
2668,2333
2669,2334
2670,2335
2671,2336
2672,2337
2673,2338
2674,2339
2675,2340
2676,2341
2677,2342
2678,2343
2679,2344
2681,2345
2682,2346
2683,2347
2685,2348
2686,2349
2687,2350
2688,2351
2689,2352
2690,2353
2691,2354
2692,2355
2693,2356
2694,2357
2695,2358
2696,2359
2697,2360
2699,2361
2700,2362
2701,2363
2702,2364
2704,2365
2705,2366
2706,2367
2707,2368
2708,2369
2709,2370
2710,2371
2712,2372
2713,2373
2714,2374
2715,2375
2716,2376
2717,2377
2718,2378
2719,2379
2720,2380
2721,2381
2722,2382
2723,2383
2724,2384
2725,2385
2726,2386
2727,2387
2728,2388
2729,2389
2730,2390
2731,2391
2732,2392
2733,2393
2734,2394
2735,2395
2736,2396
2737,2397
2738,2398
2739,2399
2740,2400
2741,2401
2743,2402
2744,2403
2745,2404
2746,2405
2747,2406
2748,2407
2749,2408
2750,2409
2751,2410
2752,2411
2753,2412
2754,2413
2755,2414
2756,2415
2757,2416
2758,2417
2759,2418
2761,2419
2762,2420
2763,2421
2764,2422
2765,2423
2766,2424
2767,2425
2768,2426
2769,2427
2770,2428
2771,2429
2772,2430
2773,2431
2774,2432
2775,2433
2776,2434
2777,2435
2778,2436
2779,2437
2780,2438
2781,2439
2782,2440
2783,2441
2784,2442
2785,2443
2786,2444
2787,2445
2788,2446
2789,2447
2790,2448
2791,2449
2792,2450
2793,2451
2794,2452
2795,2453
2796,2454
2797,2455
2798,2456
2799,2457
2800,2458
2801,2459
2802,2460
2803,2461
2804,2462
2805,2463
2806,2464
2807,2465
2808,2466
2809,2467
2810,2468
2812,2469
2813,2470
2814,2471
2815,2472
2816,2473
2817,2474
2818,2475
2819,2476
2820,2477
2822,2478
2824,2479
2825,2480
2826,2481
2827,2482
2828,2483
2829,2484
2830,2485
2831,2486
2833,2487
2834,2488
2835,2489
2836,2490
2837,2491
2839,2492
2840,2493
2841,2494
2842,2495
2843,2496
2844,2497
2846,2498
2847,2499
2848,2500
2849,2501
2850,2502
2851,2503
2852,2504
2853,2505
2854,2506
2855,2507
2856,2508
2857,2509
2858,2510
2859,2511
2860,2512
2861,2513
2862,2514
2863,2515
2864,2516
2865,2517
2866,2518
2867,2519
2868,2520
2869,2521
2870,2522
2871,2523
2872,2524
2873,2525
2874,2526
2875,2527
2876,2528
2877,2529
2878,2530
2879,2531
2880,2532
2881,2533
2882,2534
2883,2535
2885,2536
2886,2537
2887,2538
2888,2539
2889,2540
2890,2541
2891,2542
2892,2543
2893,2544
2894,2545
2896,2546
2897,2547
2898,2548
2899,2549
2900,2550
2901,2551
2902,2552
2903,2553
2904,2554
2905,2555
2906,2556
2907,2557
2908,2558
2910,2559
2911,2560
2912,2561
2913,2562
2914,2563
2915,2564
2916,2565
2917,2566
2918,2567
2919,2568
2920,2569
2921,2570
2922,2571
2923,2572
2924,2573
2925,2574
2926,2575
2927,2576
2928,2577
2929,2578
2930,2579
2931,2580
2932,2581
2933,2582
2935,2583
2936,2584
2937,2585
2938,2586
2939,2587
2940,2588
2941,2589
2942,2590
2943,2591
2944,2592
2945,2593
2946,2594
2947,2595
2948,2596
2949,2597
2950,2598
2951,2599
2952,2600
2953,2601
2956,2602
2959,2603
2960,2604
2961,2605
2962,2606
2963,2607
2964,2608
2965,2609
2966,2610
2967,2611
2968,2612
2969,2613
2970,2614
2971,2615
2972,2616
2973,2617
2974,2618
2975,2619
2976,2620
2977,2621
2978,2622
2979,2623
2981,2624
2982,2625
2983,2626
2984,2627
2985,2628
2986,2629
2987,2630
2988,2631
2989,2632
2990,2633
2991,2634
2992,2635
2993,2636
2994,2637
2995,2638
2996,2639
2997,2640
2998,2641
